NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
442	дым	крыз	4	firmi					f				субстанции неживой природы	огонь, свет, ветер	
442	дым	буд	4	xim					x				субстанции неживой природы	огонь, свет, ветер	
442	дым	хин	4	ximi					x				субстанции неживой природы	огонь, свет, ветер	
443	зола	анд	4	ʟ'e					ʟ'				субстанции неживой природы	огонь, свет, ветер	
443	зола	чам	4	ʟ'eː					ʟ'				субстанции неживой природы	огонь, свет, ветер	
443	зола	чамг	4	ʟ'ej					ʟ'				субстанции неживой природы	огонь, свет, ветер	
443	зола	инх	5	jõʟu					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	цез	2	no1ʟu					n				субстанции неживой природы	огонь, свет, ветер	
443	зола	гин	4	č'eč'a					č'				субстанции неживой природы	огонь, свет, ветер	
443	зола	бежт	5	jãʟo					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	бежх	5	jaʟo					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	гунз	5	jɵ̃ʟu					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	лак	3	laχ					l				субстанции неживой природы	огонь, свет, ветер	
443	зола	арч	4	diq'1					d				субстанции неживой природы	огонь, свет, ветер	
443	зола	рутл	3	rɨq1					r				субстанции неживой природы	огонь, свет, ветер	
443	зола	цах	3	jɨq1					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	цахг	3	jɨq1					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	цахц	3	jɨq1					j				субстанции неживой природы	огонь, свет, ветер	
443	зола	крыз	4	räq					r				субстанции неживой природы	огонь, свет, ветер	
443	зола	буд	4	req					r				субстанции неживой природы	огонь, свет, ветер	
443	зола	хин	4	zäk'					z				субстанции неживой природы	огонь, свет, ветер	
444	свет	анд	NA	NA									субстанции неживой природы	огонь, свет, ветер	
444	свет	чам	4	kʷanaɬi					kʷ				субстанции неживой природы	огонь, свет, ветер	
444	свет	чамг	4	kunɬir					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	инх	4	kanɬi					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	цез	3	kanɬi					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	гин	3	kanɬi					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	бежт	4	kanɬi					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	бежх	4	kanɬi					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	гунз	4	kanɬi					k				субстанции неживой природы	огонь, свет, ветер	
444	свет	лак	3	čani					č				субстанции неживой природы	огонь, свет, ветер	
444	свет	арч	4	akːon						a			субстанции неживой природы	огонь, свет, ветер	
444	свет	рутл	4	jakʷ					j				субстанции неживой природы	огонь, свет, ветер	
444	свет	цах	4	išɨʁ						i			субстанции неживой природы	огонь, свет, ветер	
444	свет	цахг	4	išiʁ						i			субстанции неживой природы	огонь, свет, ветер	
444	свет	цахц	4	išiχ						i			субстанции неживой природы	огонь, свет, ветер	
444	свет	крыз	4	išiʁ						i			субстанции неживой природы	огонь, свет, ветер	
444	свет	буд	4	išiʁ						i			субстанции неживой природы	огонь, свет, ветер	
444	свет	хин	4	čšä					č				субстанции неживой природы	огонь, свет, ветер	
445	тень	анд	5	ančːu						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	чам	3	ancʷ						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	чамг	3	ancu						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	инх	3	ʁɨdu					ʁ				субстанции неживой природы	огонь, свет, ветер	
445	тень	цез	3	ʁedu					ʁ				субстанции неживой природы	огонь, свет, ветер	
445	тень	гин	4	ʁedu					ʁ				субстанции неживой природы	огонь, свет, ветер	
445	тень	бежт	4	hĩdoʟso					h				субстанции неживой природы	огонь, свет, ветер	
445	тень	бежх	4	hidoʟi					h				субстанции неживой природы	огонь, свет, ветер	
445	тень	гунз	4	hũdula					h				субстанции неживой природы	огонь, свет, ветер	
445	тень	лак	4	χː1ut					χː				субстанции неживой природы	огонь, свет, ветер	
445	тень	арч	3	ejχ1urt						e			субстанции неживой природы	огонь, свет, ветер	
445	тень	рутл	3	aq1 // aq1an						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	цах	3	aq1						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	цахг	3	aq1						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	цахц	3	aq1						a			субстанции неживой природы	огонь, свет, ветер	
445	тень	крыз	3	kulgä					k				субстанции неживой природы	огонь, свет, ветер	
445	тень	буд	4	dəldə					d				субстанции неживой природы	огонь, свет, ветер	
445	тень	буд	4	kulgə					k		тень человека		субстанции неживой природы	огонь, свет, ветер	
445	тень	хин	4	kulga					k				субстанции неживой природы	огонь, свет, ветер	
446	ветер	анд	5	moči					m				субстанции неживой природы	огонь, свет, ветер	
446	ветер	чам	3	muš					m				субстанции неживой природы	огонь, свет, ветер	
446	ветер	чамг	3	muču					m				субстанции неживой природы	огонь, свет, ветер	
446	ветер	инх	4	haca					h				субстанции неживой природы	огонь, свет, ветер	
446	ветер	цез	4	ɬaci					ɬ				субстанции неживой природы	огонь, свет, ветер	
446	ветер	гин	4	ɬaci					ɬ				субстанции неживой природы	огонь, свет, ветер	
446	ветер	бежт	4	zaʟo					z				субстанции неживой природы	огонь, свет, ветер	
446	ветер	бежх	4	zaʟo					z				субстанции неживой природы	огонь, свет, ветер	
446	ветер	гунз	4	zaʟe					z				субстанции неживой природы	огонь, свет, ветер	
446	ветер	лак	3	marčʷ					m				субстанции неживой природы	огонь, свет, ветер	
446	ветер	арч	3	ʁʷ1alq1i					ʁʷ		северный ветер		субстанции неживой природы	огонь, свет, ветер	
446	ветер	арч	3	luq1e					l		южный ветер		субстанции неживой природы	огонь, свет, ветер	
446	ветер	рутл	3	xɨbɨl					x				субстанции неживой природы	огонь, свет, ветер	
446	ветер	цах	4	kulyak					k				субстанции неживой природы	огонь, свет, ветер	
446	ветер	цахг	4	kuläk					k				субстанции неживой природы	огонь, свет, ветер	
446	ветер	цахц	3	mɨc					m				субстанции неживой природы	огонь, свет, ветер	
446	ветер	крыз	3	kulak					k				субстанции неживой природы	огонь, свет, ветер	
446	ветер	буд	4	kulak					k				субстанции неживой природы	огонь, свет, ветер	
446	ветер	хин	3	kulak					k				субстанции неживой природы	огонь, свет, ветер	
447	год	анд	4	rešin					r				время	время	
447	год	чам	4	jehĩ					j				время	время	
447	год	чамг	4	reši					r				время	время	
447	год	инх	5	ʟib					ʟ				время	время	
447	год	цез	2	ʟa1b					ʟ				время	время	
447	год	гин	2	ʟebu					ʟ				время	время	
447	год	бежт	4	ʟi					ʟ				время	время	
447	год	бежх	4	ʟi					ʟ				время	время	
447	год	гунз	4	ʟɨ					ʟ				время	время	
447	год	лак	4	šin					š				время	время	
447	год	арч	4	sːan					sː				время	время	
447	год	рутл	4	sen					s				время	время	
447	год	цах	4	sen					s				время	время	
447	год	цахг	4	seny					s				время	время	
447	год	цахц	4	seny					s				время	время	
447	год	крыз	4	sän					s				время	время	
447	год	буд	4	sən					s				время	время	
447	год	хин	4	üs						ü			время	время	
448	весна	анд	NA	NA									время	время	
448	весна	чам	5	jeːb					j				время	время	
448	весна	чамг	5	reːbu					r				время	время	
448	весна	инх	5	eme						e			время	время	
448	весна	цез	3	iχ						i			время	время	
448	весна	гин	3	iχ						i			время	время	
448	весна	бежт	NA	NA									время	время	
448	весна	бежх	NA	NA									время	время	
448	весна	гунз	3	emed						e			время	время	
448	весна	лак	4	int						i			время	время	
448	весна	арч	4	ɬːannat // ɬːannaq1					ɬː				время	время	
448	весна	рутл	NA	NA									время	время	
448	весна	цах	4	juxːan					j				время	время	
448	весна	цахг	4	juxːan					j				время	время	
448	весна	цахц	4	juxːan					j				время	время	
448	весна	крыз	4	ɢäräjaz					ɢ				время	время	
448	весна	буд	4	ɢarajaz					ɢ				время	время	
448	весна	хин	4	čoz					č				время	время	
449	лето	анд	NA	NA									время	время	
449	лето	чам	5	q'inʷ					q'				время	время	
449	лето	чамг	5	q'enu					q'				время	время	
449	лето	инх	5	at'anu						a			время	время	
449	лето	цез	3	at'oni						a			время	время	
449	лето	гин	3	at'oni						a			время	время	
449	лето	бежт	NA	NA									время	время	
449	лето	бежх	NA	NA									время	время	
449	лето	гунз	3	azu						a			время	время	
449	лето	лак	4	ʁʷi					ʁʷ				время	время	
449	лето	арч	4	q1itːaq1					q				время	время	
449	лето	рутл	NA	NA									время	время	
449	лето	цах	4	ʁ1ɨl					ʁ				время	время	
449	лето	цахг	4	ʁ1ɨl					ʁ				время	время	
449	лето	цахц	4	ɢ1ɨl					ɢ				время	время	
449	лето	крыз	4	jaj					j				время	время	
449	лето	буд	4	jaj					j				время	время	
449	лето	хин	4	miχ					m				время	время	
450	осень	анд	NA	NA									время	время	
450	осень	чам	5	ini-bahe						i	"внутрь собирающее"	1	время	время	
450	осень	чамг	5	hinu-bahar					h		компаунд?	1	время	время	
450	осень	инх	3	sɨbo					s				время	время	
450	осень	цез	3	sebi					s				время	время	
450	осень	гин	3	sebe					s				время	время	
450	осень	бежт	NA	NA									время	время	
450	осень	бежх	NA	NA									время	время	
450	осень	гунз	3	sɨbər					s				время	время	
450	осень	лак	4	sːut					sː				время	время	
450	осень	арч	4	sotːaq1					s				время	время	
450	осень	рутл	NA	NA									время	время	
450	осень	цах	4	cɨwɨly					c				время	время	
450	осень	цахг	4	cɨwɨly					c				время	время	
450	осень	цахц	4	cuwuly					c				время	время	
450	осень	цахц	4	suwuly					s				время	время	
450	осень	крыз	4	jěmχiǯ					j				время	время	
450	осень	буд	4	pajɨz					p				время	время	
450	осень	хин	4	cuvaž					c				время	время	
451	зима	анд	NA	NA									время	время	
451	зима	чам	5	cib					c				время	время	
451	зима	чамг	5	cibur					c				время	время	
451	зима	инх	5	ɨʟnu						ɨ			время	время	
451	зима	цез	3	eʟni						e			время	время	
451	зима	гин	3	eʟni						e			время	время	
451	зима	бежт	3	ʟine					ʟ				время	время	
451	зима	бежх	3	ʟine					ʟ				время	время	
451	зима	гунз	3	ʟini					ʟ				время	время	
451	зима	лак	4	k'ʷi					k'ʷ				время	время	
451	зима	арч	4	q'1otːaq1					q'				время	время	
451	зима	рутл	NA	NA									время	время	
451	зима	цах	4	q'1ɨdɨm					q'				время	время	
451	зима	цахг	4	q'1ɨdɨm					q'				время	время	
451	зима	цахц	4	q'1ɨdɨm					q'				время	время	
451	зима	крыз	4	q'ud					q'				время	время	
451	зима	буд	4	q'aǯreǯ					q'				время	время	
451	зима	хин	4	k'inaž					k'				время	время	
452	день	анд	4	zubu					z				время	время	
452	день	чам	3	miɬ					m				время	время	
452	день	чамг	3	miɬi					m				время	время	
452	день	инх	5	zebu					z				время	время	
452	день	цез	4	ʁudi					ʁ				время	время	
452	день	гин	4	ʁʷede					ʁʷ				время	время	
452	день	бежт	4	wodo					w				время	время	
452	день	бежх	4	wodo					w				время	время	
452	день	гунз	4	wədə					w				время	время	
452	день	лак	4	q'ini					q'				время	время	
452	день	арч	4	iq						i			время	время	
452	день	рутл	4	jiʁ					j				время	время	
452	день	цах	4	jɨʁ					j				время	время	
452	день	цахг	4	jɨʁ					j				время	время	
452	день	цахц	4	jɨʁ					j				время	время	
452	день	крыз	4	jiʁ					j				время	время	
452	день	буд	4	jɨʁ					j				время	время	
452	день	хин	4	q'ä					q'				время	время	
453	ночь	анд	4	reɬo					r				время	время	
453	ночь	чам	4	jeɬa					j				время	время	
453	ночь	чамг	4	reɬa					r				время	время	
453	ночь	инх	4	reɬa					r				время	время	
453	ночь	цез	4	neširu					n				время	время	
453	ночь	гин	4	neši					n				время	время	
453	ночь	бежт	NA	NA									время	время	
453	ночь	бежх	NA	NA									время	время	
453	ночь	гунз	4	niše					n				время	время	
453	ночь	лак	4	xːu					xː				время	время	
453	ночь	арч	4	iš						i			время	время	
453	ночь	рутл	4	wɨš					w				время	время	
453	ночь	рутл	4	huš					h				время	время	
453	ночь	цах	3	χ1am					χ				время	время	
453	ночь	цахг	3	χ1am					χ				время	время	
453	ночь	цахц	3	χ1am					χ				время	время	
453	ночь	крыз	4	jif					j				время	время	
453	ночь	буд	4	juǯənǯiǯ					j				время	время	
453	ночь	хин	4	san					s				время	время	
454	утро	анд	NA	NA									время	время	
454	утро	чам	NA	NA									время	время	
454	утро	чамг	NA	NA									время	время	
454	утро	инх	4	ʁolʟ'oso					ʁ				время	время	
454	утро	цез	4	hasaq					h				время	время	
454	утро	гин	NA	NA									время	время	
454	утро	бежт	NA	NA									время	время	
454	утро	бежх	NA	NA									время	время	
454	утро	гунз	NA	NA									время	время	
454	утро	лак	4	k'urχ1					k'				время	время	
454	утро	арч	NA	NA									время	время	
454	утро	рутл	NA	NA									время	время	
454	утро	цах	4	mič'ed					m				время	время	
454	утро	цахг	4	mič'edɨny					m				время	время	
454	утро	цахц	4	mič'edi					m				время	время	
454	утро	крыз	NA	NA									время	время	
454	утро	буд	4	pamaǯar					p				время	время	
454	утро	хин	NA	NA									время	время	
455	имя	анд	4	c'ːer					c'ː				абстрактные и родовые понятия	вербальные сущности	
455	имя	чам	4	s'eː					s'				абстрактные и родовые понятия	вербальные сущности	
455	имя	чамг	4	c'eri					c'				абстрактные и родовые понятия	вербальные сущности	
455	имя	инх	4	cõ					c				абстрактные и родовые понятия	вербальные сущности	
455	имя	цез	4	ci					c				абстрактные и родовые понятия	вербальные сущности	
455	имя	гин	4	ce					c				абстрактные и родовые понятия	вербальные сущности	
455	имя	бежт	4	caːro					c				абстрактные и родовые понятия	вербальные сущности	
455	имя	бежх	4	caːro					c				абстрактные и родовые понятия	вербальные сущности	
455	имя	гунз	4	cãːru					c				абстрактные и родовые понятия	вербальные сущности	
455	имя	лак	4	c'a					c'				абстрактные и родовые понятия	вербальные сущности	
455	имя	арч	4	c'or					c'				абстрактные и родовые понятия	вербальные сущности	
455	имя	рутл	4	dur					d				абстрактные и родовые понятия	вербальные сущности	
455	имя	цах	4	do					d				абстрактные и родовые понятия	вербальные сущности	
455	имя	цахг	4	do					d				абстрактные и родовые понятия	вербальные сущности	
455	имя	цахц	4	do					d				абстрактные и родовые понятия	вербальные сущности	
455	имя	крыз	4	tɨr					t				абстрактные и родовые понятия	вербальные сущности	
455	имя	буд	4	tur					t				абстрактные и родовые понятия	вербальные сущности	
455	имя	хин	3	c'u					c'				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	анд	5	rošo					r				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	чам	3	ãɬ						ã			абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	чамг	NA	NA									абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	инх	4	loje					l				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	цез	4	roži					r				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	гин	4	roži					r				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	бежт	4	räže					r				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	бежх	4	räže					r				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	гунз	4	rẽže					r				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	лак	3	maq					m				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	арч	4	č'at					č'				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	рутл	3	č'el					č'				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	цах	4	ǯɨwab					ǯ				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	цахг	4	ǯiwab					ǯ				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	цахц	4	ǯawab					ǯ				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	крыз	3	č'ěl					č'				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	буд	4	č'ěl					č'				абстрактные и родовые понятия	вербальные сущности	
456	речь, слово	хин	3	ǯuʁab					ǯ				абстрактные и родовые понятия	вербальные сущности	
457	молитва	анд	4	kːuba					kː				абстрактные и родовые понятия	вербальные сущности	
457	молитва	чам	3	koba					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	чамг	3	kuba					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	инх	4	kakba					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	цез	4	kak					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	гин	4	kak					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	бежт	4	kak					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	бежх	4	kak					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	гунз	4	kak					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	лак	4	duʔaˁː					d				абстрактные и родовые понятия	вербальные сущности	
457	молитва	арч	3	atːaʜi					a				абстрактные и родовые понятия	вербальные сущности	
457	молитва	рутл	3	kub					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	цах	3	kub					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	цахг	3	kub					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	цахц	3	kub					k				абстрактные и родовые понятия	вербальные сущности	
457	молитва	крыз	3	daʕa					d				абстрактные и родовые понятия	вербальные сущности	
457	молитва	буд	3	duva					d				абстрактные и родовые понятия	вербальные сущности	
457	молитва	буд	3	guz					g				абстрактные и родовые понятия	вербальные сущности	
457	молитва	хин	3	kob					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	анд	4	keč'i					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	чам	3	keč'					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	чамг	3	keč'i					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	инх	3	keč'i					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	цез	3	keč'					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	гин	3	keč'					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	бежт	3	keč'					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	бежх	3	kec'					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	гунз	3	keč'					k				абстрактные и родовые понятия	вербальные сущности	
458	песня	лак	3	balaj					b				абстрактные и родовые понятия	вербальные сущности	
458	песня	арч	4	lagum					l				абстрактные и родовые понятия	вербальные сущности	
458	песня	рутл	4	mahˁni					m				абстрактные и родовые понятия	вербальные сущности	
458	песня	цах	3	ma:ˁli					m				абстрактные и родовые понятия	вербальные сущности	
458	песня	цахг	3	maˁʔni					m				абстрактные и родовые понятия	вербальные сущности	
458	песня	цахц	3	maˁʔli					m				абстрактные и родовые понятия	вербальные сущности	
458	песня	крыз	3	mahni					m				абстрактные и родовые понятия	вербальные сущности	
458	песня	буд	4	maʕni					m				абстрактные и родовые понятия	вербальные сущности	
458	песня	хин	3	mäʕni					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	анд	5	muχa					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	чам	3	muχa					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	чамг	3	muχa					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	инх	3	muχa					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	цез	3	marha					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	гин	3	marha					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	бежт	3	äčik'än						ä			абстрактные и родовые понятия	вербальные сущности	
459	сказка	бежх	3	äkic'ar						ä			абстрактные и родовые понятия	вербальные сущности	
459	сказка	гунз	3	akič'ar						a			абстрактные и родовые понятия	вербальные сущности	
459	сказка	лак	3	maha					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	арч	3	maχˁu					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	рутл	4	hakajed					h				абстрактные и родовые понятия	вербальные сущности	
459	сказка	цах	3	naʁɨl					n				абстрактные и родовые понятия	вербальные сущности	
459	сказка	цахг	3	naʁɨly					n				абстрактные и родовые понятия	вербальные сущности	
459	сказка	цахц	3	χabar					χ				абстрактные и родовые понятия	вербальные сущности	
459	сказка	крыз	4	maχ					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	буд	3	maʁ					m				абстрактные и родовые понятия	вербальные сущности	
459	сказка	хин	3	šašu					š				абстрактные и родовые понятия	вербальные сущности	
460	голос	анд	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	чам	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	чамг	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	инх	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	цез	4	qˁaʟu					qˁ				абстрактные и родовые понятия	вербальные сущности	
460	голос	гин	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	бежт	4	hok'					h				абстрактные и родовые понятия	вербальные сущности	
460	голос	бежх	4	hok'					h				абстрактные и родовые понятия	вербальные сущности	
460	голос	гунз	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	лак	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	арч	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	рутл	3	ses					s				абстрактные и родовые понятия	вербальные сущности	
460	голос	цах	4	ses					s				абстрактные и родовые понятия	вербальные сущности	
460	голос	цахг	4	säs					s				абстрактные и родовые понятия	вербальные сущности	
460	голос	цахц	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	крыз	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	буд	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос	хин	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	анд	4	ɬoč'ːu					ɬ				абстрактные и родовые понятия	вербальные сущности	
460	звук	чам	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	чамг	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	инх	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	цез	3	haral					h				абстрактные и родовые понятия	вербальные сущности	
460	звук	гин	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	бежт	3	sas					s				абстрактные и родовые понятия	вербальные сущности	
460	звук	бежх	3	sas					s				абстрактные и родовые понятия	вербальные сущности	
460	звук	гунз	4	hok'					h				абстрактные и родовые понятия	вербальные сущности	
460	звук	лак	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	арч	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	рутл	4	un						u			абстрактные и родовые понятия	вербальные сущности	
460	звук	цах	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	цахг	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	цахц	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	крыз	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	буд	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	звук	хин	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	анд	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	чам	5	ɬas'ʷ					ɬ				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	чамг	5	ɬac'u					ɬ				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	инх	4	loje					l				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	цез	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	гин	3	haral					h				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	бежт	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	бежх	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	гунз	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	лак	3	č'u//č'uk'a					č'				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	арч	4	č'išːi					č'				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	рутл	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	цах	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	цахг	NA	NA									абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	цахц	4	sesy					s				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	крыз	4	säs					s				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	буд	4	sas					s				абстрактные и родовые понятия	вербальные сущности	
460	голос/звук	хин	4	sas					s				абстрактные и родовые понятия	вербальные сущности	
461	клятва	анд	4	nokʷo					n				абстрактные и родовые понятия	вербальные сущности	
461	клятва	чам	5	nakʷa					n				абстрактные и родовые понятия	вербальные сущности	
461	клятва	чамг	4	naka					n				абстрактные и родовые понятия	вербальные сущности	
461	клятва	инх	4	hõ					h				абстрактные и родовые понятия	вербальные сущности	
461	клятва	цез	4	ʜo					ʜ				абстрактные и родовые понятия	вербальные сущности	
461	клятва	гин	2	ho					h				абстрактные и родовые понятия	вербальные сущности	
461	клятва	бежт	4	hã					h				абстрактные и родовые понятия	вербальные сущности	
461	клятва	бежх	4	hã					h				абстрактные и родовые понятия	вербальные сущности	
461	клятва	гунз	4	hǒ̃//hǒ̃j					h				абстрактные и родовые понятия	вербальные сущности	
461	клятва	лак	3	qʷa					qʷ				абстрактные и родовые понятия	вербальные сущности	
461	клятва	арч	4	χʷetːi					χʷ				абстрактные и родовые понятия	вербальные сущности	
461	клятва	рутл	4	q'in					q'				абстрактные и родовые понятия	вербальные сущности	
461	клятва	цах	4	k'ɨny					k'				абстрактные и родовые понятия	вербальные сущности	
461	клятва	цахг	4	q'ɨny					q'				абстрактные и родовые понятия	вербальные сущности	
461	клятва	цахц	4	q'ɨny					q'				абстрактные и родовые понятия	вербальные сущности	
461	клятва	крыз	4	q'ɨn					q'				абстрактные и родовые понятия	вербальные сущности	
461	клятва	буд	4	q'ɨn					q'				абстрактные и родовые понятия	вербальные сущности	
461	клятва	хин	4	inčːir q'andaval							в земле еда	1	абстрактные и родовые понятия	вербальные сущности	
462	коллективная работа	анд	5	gʷaj					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	чам	3	gʷaj					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	чамг	3	goj					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	инх	3	gʷaj					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	цез	3	gʷaj					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	гин	4	c'oki					c'				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	бежт	4	gahi					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	бежх	4	gahi					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	гунз	4	gahi					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	лак	NA	NA									абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	арч	3	gʷah					g				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	рутл	3	mely					m				абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	цах	3	imaːži						i			абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	цахг	3	imaži						i			абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	цахц	3	imaǯi						i			абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	крыз	4	ärväz						ä			абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	буд	3	orvaz						o			абстрактные и родовые понятия	действия, состояния	
462	коллективная работа	хин	3	ämäǯä						ä			абстрактные и родовые понятия	действия, состояния	
463	свадьба	анд	5	nusqʷor					n				абстрактные и родовые понятия	действия, состояния	
463	свадьба	чам	3	bertin					b				абстрактные и родовые понятия	действия, состояния	
463	свадьба	чамг	4	nusaχar					n				абстрактные и родовые понятия	действия, состояния	
